label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
C,0.4876191020011902,0.3859254717826843,-0.2204931825399398,0.9999840259552002,0.4984579086303711,0.4533652365207672,0.0065685058943927,0.9999774694442748,0.428195595741272,0.4763994514942169,-0.2011065036058426,0.9999917149543762,0.465879887342453,0.7067264914512634,0.0734708756208419,0.999932587146759,0.4321755170822143,0.7055335640907288,-0.0732819288969039,0.9999971985816956,0.4423576295375824,0.8709559440612793,0.1865913271903991,0.9193550944328308,0.5299614667892456,0.780772864818573,-0.3037225902080536,0.9993390440940856,0.3665951788425445,0.8294277787208557,0.5297623872756958,0.929713249206543,0.5345185995101929,0.977012574672699,-0.2664600014686584,0.9995536208152772,0.3507841527462005,0.8115565180778503,0.5650857090950012,0.9217423796653748,0.5263968110084534,0.9987885355949402,-0.2627896070480346,0.9970720410346984,0.3739567995071411,0.894768476486206,0.5411285161972046,0.9415348172187804,0.5746902227401733,1.0023934841156006,-0.3498972356319427,0.999175190925598
C,0.4876184463500976,0.3807774186134338,-0.2194680124521255,0.9999849200248718,0.4986824989318847,0.4479031562805176,0.0067477249540388,0.9999781250953674,0.4283120334148407,0.4732552766799927,-0.2000555098056793,0.9999919533729552,0.4657805860042572,0.7027580142021179,0.0739717856049537,0.9999358057975768,0.4316456913948059,0.7024372816085815,-0.0737852975726127,0.9999973177909852,0.4423360824584961,0.8686352968215942,0.1826185584068298,0.9223570227622986,0.5299206972122192,0.7801423072814941,-0.3104388117790222,0.999363362789154,0.3662551045417785,0.8294604420661926,0.5262744426727295,0.932571828365326,0.5344775915145874,0.9769927859306335,-0.2666826844215393,0.9995670318603516,0.3506389260292053,0.8119229078292847,0.5615429878234863,0.9242218136787416,0.5262417793273926,0.9985929131507874,-0.2624925673007965,0.9971030950546264,0.3739565014839172,0.89475017786026,0.5350027084350586,0.9434775114059448,0.5745241641998291,1.0025074481964111,-0.3553872406482696,0.9991952180862428
C,0.4876279234886169,0.3797118365764618,-0.219310000538826,0.9999853372573853,0.4987630844116211,0.4470201134681701,0.0068303477019071,0.9999783635139464,0.428343117237091,0.4725102186203003,-0.1996985226869583,0.9999920725822448,0.465762734413147,0.7019695043563843,0.074042722582817,0.9999369978904724,0.4314928948879242,0.7017489075660706,-0.0738567560911178,0.99999737739563,0.4423310756683349,0.8680214881896973,0.1816933006048202,0.9235574007034302,0.5299043655395508,0.7799047231674194,-0.3112852871417999,0.9993715286254884,0.3661766052246094,0.8294720649719238,0.5251991748809814,0.9336521029472352,0.5344658493995667,0.9769604802131652,-0.2668941020965576,0.9995713829994202,0.3506022095680237,0.8120379447937012,0.5604624152183533,0.9251329898834229,0.5261998772621155,0.9984679222106934,-0.2626030445098877,0.9971075654029846,0.373958557844162,0.8947433829307556,0.5339635610580444,0.9441928267478944,0.5745158791542053,1.0025228261947632,-0.3561630547046661,0.9992013573646544
C,0.4892676770687103,0.3594265580177307,-0.2500730752944946,0.999991536140442,0.4931679666042328,0.4284970462322235,0.0597372576594352,0.9997361302375792,0.4321136474609375,0.4423283338546753,-0.1789637506008148,0.9999985098838806,0.4612475037574768,0.6905950903892517,0.0962357893586158,0.9997179508209229,0.4316931366920471,0.6861546039581299,-0.0962300226092338,0.9999924302101136,0.4365653395652771,0.8438180088996887,0.222290813922882,0.8943345546722412,0.5294025540351868,0.7709612846374512,-0.2535014450550079,0.998471200466156,0.3564737439155578,0.8215177059173584,0.4922268688678741,0.9696144461631776,0.5331577062606812,0.9730786085128784,-0.1984553784132003,0.9992589950561525,0.3401665687561035,0.8107936382293701,0.5202206969261169,0.9660709500312804,0.5249489545822144,0.9966140985488892,-0.1912994235754013,0.995373010635376,0.3693690598011017,0.886702299118042,0.4995644390583038,0.970559060573578,0.5697073340415955,1.0060091018676758,-0.2741515636444092,0.9985679984092712
C,0.4891425669193268,0.3851734101772308,-0.2517193257808685,0.9999889135360718,0.4965040981769562,0.451227068901062,0.0500315390527248,0.9997684359550476,0.4314701855182647,0.4697732925415039,-0.1705368906259536,0.9999980330467224,0.4634906649589538,0.7097386717796326,0.0933306291699409,0.9998042583465576,0.4338835179805755,0.7074530124664307,-0.0933009162545204,0.9999946355819702,0.4369378685951233,0.858600914478302,0.1975724250078201,0.8951126933097839,0.5334237217903137,0.7791279554367065,-0.2536547482013702,0.9984904527664183,0.3587162494659424,0.8262467384338379,0.4612802565097809,0.9658724665641784,0.5343278646469116,0.9763869047164916,-0.1848538070917129,0.9991925954818726,0.3435468971729278,0.8154054284095764,0.4881487488746643,0.9635935425758362,0.5250489711761475,0.9982774257659912,-0.17661914229393,0.9949987530708312,0.3698265254497528,0.8899998068809509,0.4671739935874939,0.9667800664901732,0.5728582143783569,1.0059505701065063,-0.2531755268573761,0.998439371585846
C,0.4897484481334686,0.3859753310680389,-0.2529603838920593,0.999987781047821,0.4973893463611603,0.4542031288146972,0.0512327328324317,0.9997798800468444,0.4312958717346191,0.4718249142169952,-0.1707436591386795,0.999997854232788,0.4644365906715393,0.7128325700759888,0.0931286439299583,0.9998200535774232,0.4345046579837799,0.7088503241539001,-0.0930897295475006,0.999994933605194,0.4374682307243347,0.8631734251976013,0.2004846036434173,0.8970232605934143,0.534925103187561,0.7805524468421936,-0.2604317963123321,0.998454213142395,0.3596888780593872,0.8268740177154541,0.4675834476947784,0.9653964638710022,0.534706711769104,0.9762657284736632,-0.1857557594776153,0.99916809797287,0.3455643057823181,0.8154613971710205,0.4945794343948364,0.9636141061782836,0.5254021883010864,0.998203456401825,-0.1782807558774948,0.9949660301208496,0.3697392344474792,0.8905662894248962,0.4716951251029968,0.9662923812866212,0.5749000310897827,1.0051393508911133,-0.2572992146015167,0.998403251171112
C,0.4897463321685791,0.3903440833091736,-0.2529588341712951,0.9999873042106628,0.4979059994220733,0.4557058811187744,0.049610961228609,0.9997884035110474,0.431145429611206,0.4754261970520019,-0.169928565621376,0.9999977946281432,0.4653725922107696,0.714383065700531,0.0924646705389022,0.9998278617858888,0.4348331689834595,0.7112793326377869,-0.0924122184514999,0.9999951124191284,0.4378573596477508,0.8662220239639282,0.1960966140031814,0.8985611200332642,0.5355871915817261,0.7813557982444763,-0.2598090767860412,0.9984307289123536,0.3605914413928985,0.8274466395378113,0.4613208472728729,0.9654600620269777,0.5348629355430603,0.9762195348739624,-0.1866441816091537,0.9991560578346252,0.3471434116363525,0.8153983354568481,0.4883460104465484,0.9638738632202148,0.5255133509635925,0.9979159832000732,-0.1793070286512375,0.9949459433555604,0.369368314743042,0.8907307386398315,0.4655058681964874,0.9662876725196838,0.5750337839126587,1.0050504207611084,-0.2592429220676422,0.9983839988708496
C,0.4898259341716766,0.3951009213924408,-0.2537538111209869,0.9999870657920836,0.4985083341598511,0.4584912061691284,0.0499784387648105,0.9998079538345336,0.43099045753479,0.4797064661979675,-0.1663149744272232,0.9999976754188538,0.466219425201416,0.7169287204742432,0.0926924645900726,0.9998431205749512,0.4351927638053894,0.7141352891921997,-0.0926404669880867,0.9999953508377076,0.4383154511451721,0.8726239800453186,0.190391793847084,0.9016355872154236,0.5363221168518066,0.7819433212280273,-0.2646890878677368,0.9984209537506104,0.3620005249977112,0.8293566107749939,0.4584717154502868,0.9650719165802002,0.5349909663200378,0.9761438965797424,-0.1893499195575714,0.9991495609283448,0.3486503958702087,0.8154177665710449,0.4857896864414215,0.9640287160873412,0.5256137251853943,0.9978315830230712,-0.1809937357902526,0.9949843883514404,0.368522971868515,0.891609251499176,0.4627260863780975,0.9659268856048584,0.5749003291130066,1.003997802734375,-0.2618508636951446,0.9983745217323304
C,0.489757090806961,0.3956249356269836,-0.2567367255687713,0.999987244606018,0.4987281262874603,0.459881067276001,0.0515141300857067,0.999817967414856,0.4309189915657043,0.4805768132209778,-0.1647886484861374,0.999997615814209,0.4663772881031036,0.7174740433692932,0.0927781835198402,0.9998502731323242,0.4354384839534759,0.7146477699279785,-0.0927193686366081,0.9999954700469972,0.438496470451355,0.8726387023925781,0.1903080940246582,0.902561902999878,0.5368316173553467,0.7823457717895508,-0.2670565247535705,0.9984269738197328,0.3623110949993133,0.8298237919807434,0.4605661928653717,0.964524507522583,0.5350809693336487,0.9761103987693788,-0.1924952715635299,0.9991477131843568,0.3488316237926483,0.8153723478317261,0.4879501163959503,0.9637950658798218,0.5256310105323792,0.9978395104408264,-0.1840880215167999,0.995000183582306,0.3684543073177337,0.8919853568077087,0.464927077293396,0.9654616117477416,0.5749478340148926,1.0039236545562744,-0.2658697962760925,0.9983704686164856
C,0.489604651927948,0.4016774892807007,-0.2526950240135193,0.9999880194664,0.4987469613552093,0.4630836248397827,0.0538008138537406,0.9998418688774108,0.4308923482894897,0.4851134717464447,-0.159507155418396,0.9999975562095642,0.4675389528274536,0.7212679982185364,0.0929414480924606,0.9998652935028076,0.4362664818763733,0.7195964455604553,-0.0928808227181434,0.9999957084655762,0.4387757480144501,0.8745728731155396,0.1894354820251464,0.9041903614997864,0.5376846194267273,0.7833173871040344,-0.2662574648857116,0.9984257221221924,0.3630367815494537,0.8306584358215332,0.4588581919670105,0.963301420211792,0.5354604721069336,0.9757774472236632,-0.1956318765878677,0.9991354942321776,0.3499921262264251,0.8153666853904724,0.4862940907478332,0.963301956653595,0.5259833335876465,0.9973466396331788,-0.187417060136795,0.9949979782104492,0.3684664666652679,0.892768919467926,0.4649419784545898,0.9644389152526855,0.5747784376144409,1.0050721168518066,-0.2659028470516205,0.9983468055725098
C,0.4895395338535309,0.4031076431274414,-0.2472132444381714,0.9999881386756896,0.4989086985588074,0.4647285342216491,0.0563488788902759,0.9998520016670228,0.4308794438838959,0.4873662292957306,-0.1559770256280899,0.9999975562095642,0.4679411351680755,0.723037838935852,0.0929460152983665,0.9998721480369568,0.4364672899246216,0.7213550806045532,-0.0928847566246986,0.9999958276748656,0.4390400946140289,0.8762928247451782,0.1827456504106521,0.905774712562561,0.5380246639251709,0.7836660742759705,-0.2683482766151428,0.9984152913093568,0.3632747828960418,0.830740213394165,0.4492265284061432,0.9629964828491212,0.535870373249054,0.9757651090621948,-0.1987128257751464,0.999128758907318,0.3502697944641113,0.8155043721199036,0.4766000807285309,0.9632837176322936,0.5262776613235474,0.9973386526107788,-0.1906151920557022,0.9950029850006104,0.3684563934803009,0.8930898904800415,0.4571519792079925,0.96418297290802,0.5747717618942261,1.0054399967193604,-0.2686218321323395,0.9983384013175964
C,0.4893779456615448,0.407142698764801,-0.2418823540210724,0.999987781047821,0.4991019964218139,0.4680656790733337,0.0565406754612922,0.9998689889907836,0.4308322072029114,0.4909701347351074,-0.150405004620552,0.99999737739563,0.4688425660133362,0.7263457775115967,0.0917901694774627,0.9998815059661864,0.4372722506523132,0.7241805791854858,-0.0917133316397667,0.9999958276748656,0.4396578967571258,0.878216564655304,0.1692419797182083,0.9070388078689576,0.5388815402984619,0.7840847969055176,-0.267369657754898,0.998352587223053,0.3643695116043091,0.8307203054428101,0.4294483661651611,0.9615598917007446,0.536620557308197,0.9741283059120178,-0.195574089884758,0.9990960359573364,0.3514916002750397,0.8155310153961182,0.4561520516872406,0.9626023769378662,0.5275927186012268,0.9946222305297852,-0.1867367178201675,0.994970977306366,0.3682649135589599,0.8929828405380249,0.4358939230442047,0.9629462957382202,0.572264552116394,1.0076388120651243,-0.261466771364212,0.9982873797416688
C,0.4891105890274048,0.4073079824447632,-0.2419789731502533,0.9999874234199524,0.4992239773273468,0.4691784679889679,0.0581617057323455,0.9998731017112732,0.4307789504528045,0.49160897731781,-0.1482609510421753,0.9999972581863404,0.4687779247760772,0.7276345491409302,0.0915123522281646,0.9998829364776612,0.4374551177024841,0.7248529195785522,-0.0914300307631492,0.9999957084655762,0.4398213922977447,0.879003643989563,0.1621310859918594,0.9059469103813172,0.5390586256980896,0.784146785736084,-0.267812967300415,0.9982800483703612,0.3643550276756286,0.8307086229324341,0.424816220998764,0.9595418572425842,0.5367669463157654,0.9739498496055604,-0.1955211460590362,0.9990534782409668,0.3515004515647888,0.8155303001403809,0.4517050385475158,0.9612356424331664,0.5278534293174744,0.9945405721664428,-0.1865676641464233,0.9948712587356568,0.367959976196289,0.8929514288902283,0.4313969314098358,0.9610897302627563,0.5716511607170105,1.0085430145263672,-0.2614088654518127,0.9982120394706726
C,0.4891167283058166,0.4096778035163879,-0.2416858971118927,0.9999867081642152,0.4993834495544433,0.4711917042732239,0.0585970245301723,0.9998835921287536,0.4307704269886017,0.4937518835067749,-0.1483852863311767,0.999997079372406,0.468694120645523,0.7306239008903503,0.0915586277842521,0.9998877048492432,0.4376499950885772,0.7273924946784973,-0.091473139822483,0.9999955892562866,0.440257728099823,0.8816574215888977,0.1644634902477264,0.9050744771957396,0.5395967364311218,0.7844791412353516,-0.2649830877780914,0.9981804490089417,0.3648156821727752,0.8306565880775452,0.4224449098110199,0.956049382686615,0.5370926260948181,0.9737846255302428,-0.190883994102478,0.9989909529685974,0.3518907725811004,0.8129127025604248,0.4489187896251678,0.9589977264404296,0.5284098386764526,0.9945300817489624,-0.1819726079702377,0.9947313666343688,0.3671369850635528,0.8906557559967041,0.4302242398262024,0.9580382704734802,0.5710655450820923,1.009834885597229,-0.2554357647895813,0.9981111884117126
C,0.4891153872013092,0.4110397100448608,-0.2420584708452224,0.9999859929084778,0.4994410574436188,0.4718368053436279,0.0588342323899269,0.999887228012085,0.4307677149772644,0.4949583411216736,-0.1500187963247299,0.9999970197677612,0.4686821699142456,0.7313839793205261,0.0915884524583816,0.999889314174652,0.4377440512180328,0.7278162837028503,-0.0915048196911811,0.9999955296516418,0.4405263364315033,0.883028507232666,0.1653366088867187,0.9046603441238404,0.5397970080375671,0.7845509052276611,-0.2631400227546692,0.99812650680542,0.3655165731906891,0.8306429386138916,0.4227097630500793,0.9540234208106996,0.5374334454536438,0.97386234998703,-0.1905858069658279,0.9989518523216248,0.3522692620754242,0.8120717406272888,0.449119508266449,0.9576069116592408,0.5288714170455933,0.9947137832641602,-0.181846797466278,0.9946308732032776,0.3666833937168121,0.8895930051803589,0.4308071136474609,0.9561747908592224,0.571211576461792,1.0098991394042969,-0.2552474439144134,0.9980453848838806
C,0.4890044927597046,0.4121974110603332,-0.2403611689805984,0.999985694885254,0.4994583129882812,0.4733847081661224,0.0602569952607154,0.9998955130577089,0.4306747913360595,0.496236652135849,-0.1487422436475753,0.999996781349182,0.4687022566795349,0.7326887249946594,0.0916391909122467,0.9998920559883118,0.4378170967102051,0.7288680672645569,-0.0915566906332969,0.9999952912330629,0.440887302160263,0.8845312595367432,0.1635839492082595,0.9027026295661926,0.5399465560913086,0.7850436568260193,-0.2605203986167907,0.9980376958847046,0.3664969801902771,0.8307228684425354,0.4193712770938873,0.950273871421814,0.5376183986663818,0.9747090935707092,-0.1877688914537429,0.998871386051178,0.3528474569320678,0.8115217089653015,0.4455298781394958,0.9551218152046204,0.5290408730506897,0.9959526658058168,-0.179175466299057,0.9944085478782654,0.3660039007663727,0.8876640200614929,0.427607387304306,0.952825367450714,0.5717226266860962,1.009901762008667,-0.2514873147010803,0.9979045391082764
C,0.4890042841434479,0.412969559431076,-0.2370352149009704,0.999985694885254,0.4994899332523346,0.4736974537372589,0.062596671283245,0.9999011754989624,0.4306637942790985,0.4967731535434723,-0.146741583943367,0.9999967217445374,0.4687754213809967,0.732868492603302,0.0917551666498184,0.9998949766159058,0.4379463195800781,0.7291433811187744,-0.0916740819811821,0.9999952912330629,0.4409613013267517,0.8851035237312317,0.1651966124773025,0.9025409817695618,0.5399863123893738,0.7852193117141724,-0.2604619264602661,0.998031735420227,0.3669332265853882,0.8307581543922424,0.4222258031368255,0.9489565491676332,0.5376865267753601,0.9752415418624878,-0.1891877651214599,0.9988583326339722,0.3530474305152893,0.81144779920578,0.4485088586807251,0.9543200135231018,0.529080331325531,0.9965128898620604,-0.1809213906526565,0.9943797588348388,0.3659997582435608,0.887570321559906,0.4306590855121612,0.9516291618347168,0.5719472765922546,1.0099698305130005,-0.2524569630622864,0.9978764057159424
